LAT,LON,SID,USA_WIND,CATEGORY,NSEC_TIME,ISO_TIME
21.4,124.133,1998267N13134,30.0,TD,906876000000000000,1998-09-27 06:00:00
21.616,123.627,1998267N13134,32.0,TD,906886800000000000,1998-09-27 09:00:00
21.846,123.108,1998267N13134,35.0,TS,906897600000000000,1998-09-27 12:00:00
22.144,122.64,1998267N13134,40.0,TS,906908400000000000,1998-09-27 15:00:00
22.46,122.3,1998267N13134,45.0,TS,906919200000000000,1998-09-27 18:00:00
22.74,122.161,1998267N13134,50.0,TS,906930000000000000,1998-09-27 21:00:00
23.05,122.15,1998267N13134,55.0,TS,906940800000000000,1998-09-28 00:00:00
23.421,122.151,1998267N13134,60.0,TS,906951600000000000,1998-09-28 03:00:00
23.8,122.175,1998267N13134,65.0,1,906962400000000000,1998-09-28 06:00:00
24.132,122.288,1998267N13134,67.0,1,906973200000000000,1998-09-28 09:00:00
24.475,122.425,1998267N13134,70.0,1,906984000000000000,1998-09-28 12:00:00
24.884,122.647,1998267N13134,72.0,1,906994800000000000,1998-09-28 15:00:00
25.3,122.9,1998267N13134,75.0,1,907005600000000000,1998-09-28 18:00:00
25.646,123.116,1998267N13134,77.0,1,907016400000000000,1998-09-28 21:00:00
26.05,123.4,1998267N13134,80.0,1,907027200000000000,1998-09-29 00:00:00
26.582,123.843,1998267N13134,80.0,1,907038000000000000,1998-09-29 03:00:00
27.2,124.325,1998267N13134,80.0,1,907048800000000000,1998-09-29 06:00:00
27.919,124.959,1998267N13134,77.0,1,907059600000000000,1998-09-29 09:00:00
28.75,125.625,1998267N13134,75.0,1,907070400000000000,1998-09-29 12:00:00
29.776,126.204,1998267N13134,70.0,1,907081200000000000,1998-09-29 15:00:00
30.9,126.625,1998267N13134,65.0,1,907092000000000000,1998-09-29 18:00:00
32.008,126.827,1998267N13134,60.0,TS,907102800000000000,1998-09-29 21:00:00
33.033,126.907,1998267N13134,55.0,TS,907113600000000000,1998-09-30 00:00:00
33.968,127.008,1998267N13134,52.0,TS,907124400000000000,1998-09-30 03:00:00
34.508,127.062,1998267N13134,50.0,TS,907135200000000000,1998-09-30 06:00:00
34.671,127.149,1998267N13134,45.0,TS,907146000000000000,1998-09-30 09:00:00
34.709,127.318,1998267N13134,40.0,TS,907156800000000000,1998-09-30 12:00:00
34.765,127.575,1998267N13134,37.0,TS,907167600000000000,1998-09-30 15:00:00
34.667,127.733,1998267N13134,35.0,TS,907178400000000000,1998-09-30 18:00:00
34.245,127.635,1998267N13134,32.0,TD,907189200000000000,1998-09-30 21:00:00
33.9,127.857,1998267N13134,30.0,TD,907200000000000000,1998-10-01 00:00:00
33.529,128.033,1998267N13134,27.0,TD,907210800000000000,1998-10-01 03:00:00
33.08,128.16,1998267N13134,25.0,TD,907221600000000000,1998-10-01 06:00:00
32.515,128.25,1998267N13134,25.0,TD,907232400000000000,1998-10-01 09:00:00
32.0,128.4,1998267N13134,25.0,TD,907243200000000000,1998-10-01 12:00:00
31.465,128.5,1998267N13134,25.0,TD,907254000000000000,1998-10-01 15:00:00
30.9,128.6,1998267N13134,25.0,TD,907264800000000000,1998-10-01 18:00:00
30.308,128.738,1998267N13134,22.0,TD,907275600000000000,1998-10-01 21:00:00
29.7,128.9,1998267N13134,20.0,TD,907286400000000000,1998-10-02 00:00:00
23.8,122.2,1998277N24122,15.0,TD,907459200000000000,1998-10-04 00:00:00
23.79,122.25,1998277N24122,15.0,TD,907470000000000000,1998-10-04 03:00:00
23.8,122.3,1998277N24122,15.0,TD,907480800000000000,1998-10-04 06:00:00
23.842,122.35,1998277N24122,17.0,TD,907491600000000000,1998-10-04 09:00:00
23.9,122.4,1998277N24122,20.0,TD,907502400000000000,1998-10-04 12:00:00
